timestep,time,price [ct/kWh],grid supply [kW],fixed load [kW],local generation [kW],battery power [kW],bat. stored energy [kWh],flex band min [kW],flex band base [kW],flex band max [kW],max energy flex [kWh],generation feed-in [kW],battery feed-in [kW],sum CS power [kW],# occupied CS [-],# CS in use [-],CS_golf_0 [kW]
583,2023-04-07 01:45:00,0.0488,-0.0,0.372,-0.0,-0.372,5.114,-4.628,0.372,27.372,2.578,0,0,0,1,0,0
584,2023-04-07 02:00:00,0.0488,0.0,0.23,-0.0,-0.23,5.016,-4.77,0.23,27.23,2.578,0.0,0.0,0,1,0,0
585,2023-04-07 02:15:00,0.0488,0.0,0.306,-0.0,-0.306,4.955,-4.694,0.306,27.306,2.578,0.0,0.0,0,1,0,0
586,2023-04-07 02:30:00,0.0488,-0.0,0.276,-0.0,-0.276,4.875,-4.724,0.276,27.276,2.578,0,0,0,1,0,0
587,2023-04-07 02:45:00,0.0488,0.0,0.198,-0.0,-0.198,4.802,-4.802,0.198,27.198,2.578,0.0,0.0,0,1,0,0
588,2023-04-07 03:00:00,0.0488,0.0,0.241,-0.0,-0.241,4.75,-4.759,0.241,27.241,2.578,0.0,0.0,0,1,0,0
589,2023-04-07 03:15:00,0.0488,-0.0,0.3,-0.0,-0.3,4.686,-4.7,0.3,27.3,2.578,0,0,0,1,0,0
590,2023-04-07 03:30:00,0.0488,0.0,0.329,-0.0,-0.329,4.608,-4.671,0.329,27.329,2.578,0.0,0.0,0,1,0,0
591,2023-04-07 03:45:00,0.0488,-0.0,0.249,-0.0,-0.249,4.521,-4.751,0.249,27.249,2.578,0,0,0,1,0,0
592,2023-04-07 04:00:00,0.0488,0.0,0.314,-0.0,-0.314,4.455,-4.686,0.314,27.314,2.578,0.0,0.0,0,1,0,0
593,2023-04-07 04:15:00,0.0488,0.0,0.31,-0.0,-0.31,4.373,-4.69,0.31,27.31,2.578,0.0,0.0,0,1,0,0
594,2023-04-07 04:30:00,0.0488,-0.0,0.307,-0.0,-0.307,4.291,-4.693,0.307,27.307,2.578,0,0,0,1,0,0
595,2023-04-07 04:45:00,0.0488,0.0,0.313,-0.0,-0.313,4.211,-4.687,0.313,27.313,2.578,0.0,0.0,0,1,0,0
596,2023-04-07 05:00:00,0.0488,0.0,0.268,-0.0,-0.268,4.128,-4.732,0.268,27.268,2.578,0.0,0.0,0,1,0,0
597,2023-04-07 05:15:00,0.0488,-0.0,0.237,-0.0,-0.237,4.058,-4.763,0.237,27.237,2.578,0,0,0,1,0,0
598,2023-04-07 05:30:00,0.0488,0.0,0.276,-0.0,-0.276,3.996,-4.724,0.276,27.276,2.578,0.0,0.0,0,1,0,0
599,2023-04-07 05:45:00,0.0488,-0.222,0.244,-0.0,-0.023,3.923,-4.756,0.244,27.244,2.578,0,0,0,1,0,0
600,2023-04-07 06:00:00,0.09817,0.0,0.701,-0.0,-0.701,3.917,-4.299,0.701,27.701,2.578,0.0,0.0,0,1,0,0
601,2023-04-07 06:15:00,0.09817,-0.0,0.423,-0.0,-0.423,3.733,-4.577,0.423,27.423,2.578,0,0,0,1,0,0
602,2023-04-07 06:30:00,0.09817,-0.0,0.175,-0.0,-0.175,3.621,-4.825,0.175,27.175,2.578,0,0,0,1,0,0
603,2023-04-07 06:45:00,0.09817,0.0,1.252,-0.019,-1.252,3.575,-3.768,1.232,28.232,2.578,0.0,0.0,0.019,1,1,0.019
604,2023-04-07 07:00:00,0.09817,-0.0,0.732,-0.099,-0.732,3.246,-4.367,0.633,27.633,2.573,0,0,0.099,1,1,0.099
605,2023-04-07 07:15:00,0.09817,0.0,0.431,-0.187,-0.431,3.053,-4.756,0.244,27.244,2.55,0.0,0.0,0.187,1,1,0.187
606,2023-04-07 07:30:00,0.09817,-0.0,0.206,-0.292,-0.206,2.94,-5.0,0.0,27.0,2.505,0,0,0.292,1,1,0.292
607,2023-04-07 07:45:00,0.09817,-0.0,1.388,-0.385,-1.388,2.886,-3.996,1.004,28.004,2.436,0,0,0.385,1,1,0.385
608,2023-04-07 08:00:00,0.09817,-0.0,0.576,-0.52,-4.577,2.52,-4.945,0.055,27.055,2.345,0,0,4.522,1,1,4.522
609,2023-04-07 08:15:00,0.09817,0.0,0.271,-0.622,-5.0,1.316,-5.0,0.0,27.0,1.271,0.0,0.0,5.35,1,1,5.35
610,2023-04-07 08:30:00,0.09817,0.855,0.204,-1.059,0,0.0,-5.855,-0.855,3.29,0,0.855,0.0,0,0,0,0
611,2023-04-07 08:45:00,0.09817,0.856,0.266,-1.122,0,0.0,-5.856,-0.856,3.287,0,0.856,0.0,0,0,0,0
612,2023-04-07 09:00:00,0.09817,0.766,0.226,-0.992,0,0.0,-5.766,-0.766,3.468,0,0.766,0.0,0,0,0,0
613,2023-04-07 09:15:00,0.09817,0.769,0.28,-1.049,0,0.0,-5.769,-0.769,3.462,0,0.769,0.0,0,0,0,0
614,2023-04-07 09:30:00,0.09817,1.791,0.27,-2.061,0,0.0,-6.791,-1.791,1.419,0,1.791,0.0,0,0,0,0
615,2023-04-07 09:45:00,0.09817,4.978,0.371,-5.349,0,0.0,-9.978,-4.978,-4.956,0,4.978,0.0,0,0,0,0
616,2023-04-07 10:00:00,0.09817,4.037,0.35,-4.387,0,0.0,-9.037,-4.037,-3.073,0,4.037,0.0,0,0,0,0
617,2023-04-07 10:15:00,0.09817,6.524,0.301,-6.825,0,0.0,-11.524,-6.524,-6.524,0,6.524,0.0,0,0,0,0
618,2023-04-07 10:30:00,0.09817,5.104,0.361,-5.465,0,0.0,-10.104,-5.104,-5.104,0,5.104,0.0,0,0,0,0
619,2023-04-07 10:45:00,0.09817,6.25,0.507,-6.757,0,0.0,-11.25,-6.25,-6.25,0,6.25,0.0,0,0,0,0
620,2023-04-07 11:00:00,0.09817,5.869,0.561,-6.43,0,0.0,-10.869,-5.869,-5.869,0,5.869,0.0,0,0,0,0
621,2023-04-07 11:15:00,0.09817,5.337,0.32,-5.657,0,0.0,-10.337,-5.337,-5.337,0,5.337,0.0,0,0,0,0
622,2023-04-07 11:30:00,0.09817,5.811,0.282,-6.093,0,0.0,-10.811,-5.811,-5.811,0,5.811,0.0,0,0,0,0
623,2023-04-07 11:45:00,0.09817,4.477,0.252,-4.728,0,0.0,-9.477,-4.477,-3.954,0,4.477,0.0,0,0,0,0
624,2023-04-07 12:00:00,0.09817,4.377,0.284,-4.661,0,0.0,-9.377,-4.377,-3.755,0,4.377,0.0,0,0,0,0
625,2023-04-07 12:15:00,0.09817,3.817,0.316,-4.132,0,0.0,-8.817,-3.817,-2.633,0,3.817,0.0,0,0,0,0
626,2023-04-07 12:30:00,0.09817,4.982,0.285,-5.267,0,0.0,-9.982,-4.982,-4.964,0,4.982,0.0,0,0,0,0
627,2023-04-07 12:45:00,0.09817,4.698,0.365,-5.063,0,0.0,-9.698,-4.698,-4.396,0,4.698,0.0,0,0,0,0
628,2023-04-07 13:00:00,0.09817,4.553,0.394,-4.947,0,0.0,-9.553,-4.553,-4.106,0,4.553,0.0,0,0,0,0
629,2023-04-07 13:15:00,0.09817,4.833,0.383,-5.216,0,0.0,-9.833,-4.833,-4.666,0,4.833,0.0,0,0,0,0
630,2023-04-07 13:30:00,0.09817,3.351,0.43,-8.062,4.28,0.0,-12.631,-7.631,-7.631,0,3.351,0.0,0,0,0,0
631,2023-04-07 13:45:00,0.09817,-0.0,0.435,-5.288,4.852,1.017,-9.852,-4.852,-4.705,0,0,0,0,0,0,0
632,2023-04-07 14:00:00,0.09817,-0.0,0.491,-3.778,3.287,2.169,-8.287,-3.287,-1.573,0,0,0,0,0,0,0
633,2023-04-07 14:15:00,0.09817,0.0,0.656,-3.401,2.744,2.95,-7.744,-2.744,-0.489,0,0.0,0.0,0,0,0,0
634,2023-04-07 14:30:00,0.09817,-0.0,0.793,-5.306,4.512,3.601,-9.512,-4.512,-4.025,0,0,0,0,0,0,0
635,2023-04-07 14:45:00,0.09817,-0.0,0.346,-5.3,4.954,4.673,-9.954,-4.954,-4.909,0,0,0,0,0,0,0
636,2023-04-07 15:00:00,0.09817,0.0,0.306,-3.136,2.83,5.85,-7.83,-2.83,-0.659,0,0.0,0.0,0,0,0,0
637,2023-04-07 15:15:00,0.09817,-0.0,0.309,-2.562,2.253,6.522,-7.253,-2.253,0.493,0,0,0,0,0,0,0
638,2023-04-07 15:30:00,0.09817,0.0,0.208,-3.391,3.183,7.057,-8.183,-3.183,-1.367,0,0.0,0.0,0,0,0,0
639,2023-04-07 15:45:00,0.09817,0.0,0.417,-2.734,2.318,7.813,-7.318,-2.318,0.365,0,0.0,0.0,0,0,0,0
640,2023-04-07 16:00:00,0.09817,-0.0,0.474,-2.508,2.034,8.363,-7.034,-2.034,0.932,0,0,0,0,0,0,0
641,2023-04-07 16:15:00,0.09817,-0.0,0.297,-2.683,2.386,8.846,-7.386,-2.386,0.228,0,0,0,0,0,0,0
642,2023-04-07 16:30:00,0.09817,0.0,0.257,-1.932,1.674,9.413,-6.674,-1.674,1.652,0,0.0,0.0,0,0,0,0
643,2023-04-07 16:45:00,0.09817,-0.0,0.516,-0.981,0.466,9.811,-5.466,-0.466,4.068,0,0,0,0,0,0,0
644,2023-04-07 17:00:00,0.09817,-0.0,0.345,-0.675,0.331,9.921,-5.331,-0.331,4.339,0,0,0,0,0,0,0
645,2023-04-07 17:15:00,0.09817,-0.0,0.33,-0.539,-0.33,10.0,-5.0,0.0,27.0,10.723,0,0,0.539,1,1,0.539
646,2023-04-07 17:30:00,0.09817,0.0,0.24,-0.261,-0.24,9.913,-5.0,0.0,27.0,10.595,0.0,0.0,0.261,1,1,0.261
647,2023-04-07 17:45:00,0.09817,0.0,0.389,-0.0,-0.389,9.85,-4.611,0.389,27.389,10.533,0.0,0.0,0,1,0,0
648,2023-04-07 18:00:00,0.09817,-0.0,0.691,-0.0,-0.691,9.748,-4.309,0.691,27.691,10.533,0,0,0,1,0,0
649,2023-04-07 18:15:00,0.09817,0.0,0.307,-0.0,-0.307,9.566,-4.693,0.307,27.307,10.533,0.0,0.0,0,1,0,0
650,2023-04-07 18:30:00,0.09817,-0.0,0.576,-0.0,-0.576,9.485,-4.424,0.576,27.576,10.533,0,0,0,1,0,0
651,2023-04-07 18:45:00,0.09817,0.0,0.854,-0.0,-0.854,9.333,-4.146,0.854,27.854,10.533,0.0,0.0,0,1,0,0
652,2023-04-07 19:00:00,0.09817,-0.0,0.791,-0.0,-0.791,9.109,-4.209,0.791,27.791,10.533,0,0,0,1,0,0
653,2023-04-07 19:15:00,0.09817,0.0,0.432,-0.0,-0.432,8.9,-4.568,0.432,27.432,10.533,0.0,0.0,0,1,0,0
654,2023-04-07 19:30:00,0.09817,0.0,0.64,-0.0,-0.64,8.787,-4.36,0.64,27.64,10.533,0.0,0.0,0,1,0,0
655,2023-04-07 19:45:00,0.09817,-0.0,0.478,-0.0,-0.478,8.618,-4.522,0.478,27.478,10.533,0,0,0,1,0,0
656,2023-04-07 20:00:00,0.04994,-0.308,0.308,-0.0,0,8.493,-4.692,0.308,27.308,10.533,0,0,0,1,0,0
657,2023-04-07 20:15:00,0.04994,-0.445,0.445,-0.0,0,8.493,-4.555,0.445,27.445,10.533,0,0,0,1,0,0
658,2023-04-07 20:30:00,0.04994,-1.539,1.539,-0.0,0,8.493,-3.461,1.539,28.539,10.533,0,0,0,1,0,0
659,2023-04-07 20:45:00,0.04994,-0.764,0.764,-0.0,0,8.493,-4.236,0.764,27.764,10.533,0,0,0,1,0,0
660,2023-04-07 21:00:00,0.04994,-0.386,0.386,-0.0,0,8.493,-4.614,0.386,27.386,10.533,0,0,0,1,0,0
661,2023-04-07 21:15:00,0.04994,-0.457,0.457,-0.0,0,8.493,-4.543,0.457,27.457,10.533,0,0,0,1,0,0
662,2023-04-07 21:30:00,0.04994,-0.54,0.54,-0.0,0,8.493,-4.46,0.54,27.54,10.533,0,0,0,1,0,0
663,2023-04-07 21:45:00,0.04994,-0.539,0.539,-0.0,0,8.493,-4.461,0.539,27.539,10.533,0,0,0,1,0,0
664,2023-04-07 22:00:00,0.04994,-0.583,0.583,-0.0,0,8.493,-4.417,0.583,27.583,10.533,0,0,0,1,0,0
665,2023-04-07 22:15:00,0.04994,-0.653,0.653,-0.0,0,8.493,-4.347,0.653,27.653,10.533,0,0,0,1,0,0
666,2023-04-07 22:30:00,0.04994,-0.595,0.595,-0.0,0,8.493,-4.405,0.595,27.595,10.533,0,0,0,1,0,0
667,2023-04-07 22:45:00,0.04994,-0.554,0.554,-0.0,0,8.493,-4.446,0.554,27.554,10.533,0,0,0,1,0,0
668,2023-04-07 23:00:00,0.04994,-0.593,0.593,-0.0,0,8.493,-4.407,0.593,27.593,10.533,0,0,0,1,0,0
669,2023-04-07 23:15:00,0.04994,-0.509,0.509,-0.0,0,8.493,-4.491,0.509,27.509,10.533,0,0,0,1,0,0
670,2023-04-07 23:30:00,0.04994,-0.612,0.612,-0.0,0,8.493,-4.388,0.612,27.612,10.533,0,0,0,1,0,0
671,2023-04-07 23:45:00,0.04994,-0.512,0.512,-0.0,0,8.493,-4.488,0.512,27.512,10.533,0,0,0,1,0,0
672,2023-04-08 00:00:00,0.04994,-0.601,0.601,-0.0,0,8.493,-4.399,0.601,27.601,10.533,0,0,0,1,0,0
673,2023-04-08 00:15:00,0.04994,-0.618,0.618,-0.0,0,8.493,-4.382,0.618,27.618,10.533,0,0,0,1,0,0
674,2023-04-08 00:30:00,0.04994,-0.658,0.658,-0.0,0,8.493,-4.342,0.658,27.658,10.533,0,0,0,1,0,0
675,2023-04-08 00:45:00,0.04994,-0.581,0.581,-0.0,0,8.493,-4.419,0.581,27.581,10.533,0,0,0,1,0,0
676,2023-04-08 01:00:00,0.04994,-0.554,0.554,-0.0,0,8.493,-4.446,0.554,27.554,10.533,0,0,0,1,0,0
677,2023-04-08 01:15:00,0.04994,-0.496,0.496,-0.0,0,8.493,-4.504,0.496,27.496,10.533,0,0,0,1,0,0
678,2023-04-08 01:30:00,0.04994,-0.488,0.488,-0.0,0,8.493,-4.512,0.488,27.488,10.533,0,0,0,1,0,0
679,2023-04-08 01:45:00,0.04994,-0.316,0.316,-0.0,0,8.493,-4.684,0.316,27.316,10.533,0,0,0,1,0,0
680,2023-04-08 02:00:00,0.04994,-0.311,0.311,-0.0,0,8.493,-4.689,0.311,27.311,10.533,0,0,0,1,0,0
681,2023-04-08 02:15:00,0.04994,-0.233,0.233,-0.0,0,8.493,-4.767,0.233,27.233,10.533,0,0,0,1,0,0
682,2023-04-08 02:30:00,0.04994,-0.18,0.18,-0.0,0,8.493,-4.82,0.18,27.18,10.533,0,0,0,1,0,0
683,2023-04-08 02:45:00,0.04994,-0.204,0.204,-0.0,0,8.493,-4.796,0.204,27.204,10.533,0,0,0,1,0,0
684,2023-04-08 03:00:00,0.04994,-0.216,0.216,-0.0,0,8.493,-4.784,0.216,27.216,10.533,0,0,0,1,0,0
685,2023-04-08 03:15:00,0.04994,-0.242,0.242,-0.0,0,8.493,-4.758,0.242,27.242,10.533,0,0,0,1,0,0
686,2023-04-08 03:30:00,0.04994,-0.149,0.149,-0.0,0,8.493,-4.851,0.149,27.149,10.533,0,0,0,1,0,0
687,2023-04-08 03:45:00,0.04994,-0.147,0.147,-0.0,0,8.493,-4.853,0.147,27.147,10.533,0,0,0,1,0,0
688,2023-04-08 04:00:00,0.04994,-4.342,0.148,-0.0,0,8.493,-4.852,0.148,27.148,10.533,0,0,4.193,1,1,4.193
689,2023-04-08 04:15:00,0.04994,-0.2,0.2,-0.0,0,8.493,-4.8,0.2,27.2,9.537,0,0,0,1,0,0
690,2023-04-08 04:30:00,0.04994,-0.143,0.143,-0.0,0,8.493,-4.857,0.143,27.143,9.537,0,0,0,1,0,0
691,2023-04-08 04:45:00,0.04994,-0.196,0.196,-0.0,0,8.493,-4.804,0.196,27.196,9.537,0,0,0,1,0,0
692,2023-04-08 05:00:00,0.04994,-0.23,0.23,-0.0,0,8.493,-4.77,0.23,27.23,9.537,0,0,0,1,0,0
693,2023-04-08 05:15:00,0.04994,-0.218,0.218,-0.0,0,8.493,-4.782,0.218,27.218,9.537,0,0,0,1,0,0
694,2023-04-08 05:30:00,0.04994,-0.327,0.327,-0.0,0,8.493,-4.673,0.327,27.327,9.537,0,0,0,1,0,0
695,2023-04-08 05:45:00,0.04994,-0.324,0.324,-0.0,0,8.493,-4.676,0.324,27.324,9.537,0,0,0,1,0,0
696,2023-04-08 06:00:00,0.15652,0.0,0.349,-0.0,-0.349,8.493,-4.651,0.349,27.349,9.537,0.0,0.0,0,1,0,0
697,2023-04-08 06:15:00,0.15652,0.0,0.273,-0.0,-0.273,8.401,-4.727,0.273,27.273,9.537,0.0,0.0,0,1,0,0
698,2023-04-08 06:30:00,0.15652,-0.0,0.29,-0.023,-0.29,8.329,-4.733,0.267,27.267,9.537,0,0,0.023,1,1,0.023
699,2023-04-08 06:45:00,0.15652,0.0,0.45,-0.068,-1.36,8.253,-4.618,0.382,27.382,9.532,0.0,0.0,0.978,1,1,0.978
700,2023-04-08 07:00:00,0.15652,-0.0,0.718,-0.08,-5.0,7.895,-4.363,0.637,27.637,9.299,0,0,4.363,1,1,4.363
701,2023-04-08 07:15:00,0.15652,0.0,0.346,-0.194,-5.0,6.579,-4.848,0.152,27.152,8.263,0.0,0.0,4.848,1,1,4.848
702,2023-04-08 07:30:00,0.15652,-0.0,0.212,-0.364,-5.0,5.263,-5.0,0.0,27.0,7.112,0,0,5.152,1,1,5.152
703,2023-04-08 07:45:00,0.15652,-0.0,0.183,-0.584,-5.0,3.947,-5.0,0.0,27.0,5.888,0,0,5.402,1,1,5.402
704,2023-04-08 08:00:00,0.15652,0.0,0.228,-0.895,-5.0,2.632,-5.0,0.0,27.0,4.605,0.0,0.0,5.667,1,1,5.667
705,2023-04-08 08:15:00,0.15652,-0.0,0.249,-1.25,-5.0,1.316,-5.0,0.0,27.0,3.26,0,0,6.002,1,1,6.002
706,2023-04-08 08:30:00,0.15652,1.886,0.179,-2.065,0,0.0,-6.886,-1.886,1.228,0,1.886,0.0,0,0,0,0
707,2023-04-08 08:45:00,0.15652,2.956,0.225,-3.181,0,0.0,-7.956,-2.956,-0.912,0,2.956,0.0,0,0,0,0
708,2023-04-08 09:00:00,0.15652,4.604,0.14,-4.744,0,0.0,-9.604,-4.604,-4.208,0,4.604,0.0,0,0,0,0
709,2023-04-08 09:15:00,0.15652,4.235,0.175,-4.41,0,0.0,-9.235,-4.235,-3.469,0,4.235,0.0,0,0,0,0
710,2023-04-08 09:30:00,0.15652,6.226,0.14,-6.367,0,0.0,-11.226,-6.226,-6.226,0,6.226,0.0,0,0,0,0
711,2023-04-08 09:45:00,0.15652,6.266,0.177,-6.443,0,0.0,-11.266,-6.266,-6.266,0,6.266,0.0,0,0,0,0
712,2023-04-08 10:00:00,0.15652,6.538,0.145,-6.683,0,0.0,-11.538,-6.538,-6.538,0,6.538,0.0,0,0,0,0
713,2023-04-08 10:15:00,0.15652,6.953,0.158,-7.111,0,0.0,-11.953,-6.953,-6.953,0,6.953,0.0,0,0,0,0
714,2023-04-08 10:30:00,0.15652,7.306,0.2,-7.506,0,0.0,-12.306,-7.306,-7.306,0,7.306,0.0,0,0,0,0
715,2023-04-08 10:45:00,0.15652,7.17,0.582,-7.751,0,0.0,-12.17,-7.17,-7.17,0,7.17,0.0,0,0,0,0
716,2023-04-08 11:00:00,0.15652,7.308,0.706,-8.015,0,0.0,-12.308,-7.308,-7.308,0,7.308,0.0,0,0,0,0
717,2023-04-08 11:15:00,0.15652,7.917,0.306,-8.222,0,0.0,-12.917,-7.917,-7.917,0,7.917,0.0,0,0,0,0
718,2023-04-08 11:30:00,0.15652,8.216,0.254,-8.47,0,0.0,-13.216,-8.216,-8.216,0,8.216,0.0,0,0,0,0
719,2023-04-08 11:45:00,0.15652,8.295,0.219,-8.514,0,0.0,-13.295,-8.295,-8.295,0,8.295,0.0,0,0,0,0
720,2023-04-08 12:00:00,0.15652,8.666,0.464,-9.13,0,0.0,-13.666,-8.666,-8.666,0,8.666,0.0,0,0,0,0
721,2023-04-08 12:15:00,0.15652,4.891,0.336,-5.228,0,0.0,-9.891,-4.891,-4.782,0,4.891,0.0,0,0,0,0
722,2023-04-08 12:30:00,0.15652,6.116,0.454,-6.57,0,0.0,-11.116,-6.116,-6.116,0,6.116,0.0,0,0,0,0
723,2023-04-08 12:45:00,0.15652,4.457,0.337,-4.795,0,0.0,-9.457,-4.457,-3.915,0,4.457,0.0,0,0,0,0
724,2023-04-08 13:00:00,0.15652,7.71,0.332,-8.042,0,0.0,-12.71,-7.71,-7.71,0,7.71,0.0,0,0,0,0
725,2023-04-08 13:15:00,0.15652,8.146,0.318,-8.464,0,0.0,-13.146,-8.146,-8.146,0,8.146,0.0,0,0,0,0
726,2023-04-08 13:30:00,0.15652,5.43,0.397,-5.827,0,0.0,-10.43,-5.43,-5.43,0,5.43,0.0,0,0,0,0
727,2023-04-08 13:45:00,0.15652,6.824,0.333,-7.796,0.64,0.0,-12.464,-7.464,-7.464,0,6.824,0.0,0,0,0,0
728,2023-04-08 14:00:00,0.15652,2.172,0.34,-7.512,5.0,0.152,-12.172,-7.172,-7.172,0,2.172,0.0,0,0,0,0
729,2023-04-08 14:15:00,0.15652,0.0,0.589,-2.741,2.152,1.339,-7.152,-2.152,0.697,0,0.0,0.0,0,0,0,0
730,2023-04-08 14:30:00,0.15652,0.842,0.976,-6.818,5.0,1.85,-10.842,-5.842,-5.842,0,0.842,0.0,0,0,0,0
731,2023-04-08 14:45:00,0.15652,-0.0,0.833,-5.672,4.839,3.038,-9.839,-4.839,-4.679,0,0,0,0,0,0,0
732,2023-04-08 15:00:00,0.15652,-0.0,0.375,-3.417,3.042,4.187,-8.042,-3.042,-1.084,0,0,0,0,0,0,0
733,2023-04-08 15:15:00,0.15652,-0.0,1.099,-4.518,3.419,4.91,-8.419,-3.419,-1.838,0,0,0,0,0,0,0
734,2023-04-08 15:30:00,0.15652,0.0,0.349,-5.348,4.998,5.722,-9.998,-4.998,-4.997,0,0.0,0.0,0,0,0,0
735,2023-04-08 15:45:00,0.15652,0.192,0.394,-5.586,5.0,6.909,-10.192,-5.192,-5.192,0,0.192,0.0,0,0,0,0
736,2023-04-08 16:00:00,0.15652,-0.0,0.401,-5.186,4.785,8.096,-9.785,-4.785,-4.57,0,0,0,0,0,0,0
737,2023-04-08 16:15:00,0.15652,0.0,0.467,-3.697,3.23,9.233,-8.23,-3.23,-1.46,0,0.0,0.0,0,0,0,0
738,2023-04-08 16:30:00,0.15652,0.0,0.263,-3.504,-0.263,10.0,-5.0,0.0,27.0,12.557,0.0,0.0,3.504,1,1,3.504
739,2023-04-08 16:45:00,0.15652,-0.0,0.321,-2.477,-0.321,9.931,-5.0,0.0,27.0,11.725,0,0,2.477,1,1,2.477
740,2023-04-08 17:00:00,0.15652,-0.0,0.326,-1.274,-0.326,9.846,-5.0,0.0,27.0,11.137,0,0,1.274,1,1,1.274
741,2023-04-08 17:15:00,0.15652,0.0,0.363,-0.84,-0.363,9.761,-5.0,0.0,27.0,10.834,0.0,0.0,0.84,1,1,0.84
742,2023-04-08 17:30:00,0.15652,0.0,0.327,-0.533,-0.327,9.665,-5.0,0.0,27.0,10.634,0.0,0.0,0.533,1,1,0.533
743,2023-04-08 17:45:00,0.15652,0.0,0.319,-0.0,-0.319,9.579,-4.681,0.319,27.319,10.508,0.0,0.0,0,1,0,0
744,2023-04-08 18:00:00,0.15652,-0.0,0.686,-0.0,-0.686,9.495,-4.314,0.686,27.686,10.508,0,0,0,1,0,0
745,2023-04-08 18:15:00,0.15652,-0.0,0.408,-0.0,-0.408,9.314,-4.592,0.408,27.408,10.508,0,0,0,1,0,0
746,2023-04-08 18:30:00,0.15652,0.0,0.482,-0.0,-0.482,9.207,-4.518,0.482,27.482,10.508,0.0,0.0,0,1,0,0
747,2023-04-08 18:45:00,0.15652,-0.0,0.334,-0.0,-0.334,9.08,-4.666,0.334,27.334,10.508,0,0,0,1,0,0
748,2023-04-08 19:00:00,0.15652,0.0,0.745,-0.0,-0.745,8.992,-4.255,0.745,27.745,10.508,0.0,0.0,0,1,0,0
749,2023-04-08 19:15:00,0.15652,0.0,1.335,-0.0,-1.335,8.796,-3.665,1.335,28.335,10.508,0.0,0.0,0,1,0,0
750,2023-04-08 19:30:00,0.15652,-0.0,0.633,-0.0,-0.633,8.445,-4.367,0.633,27.633,10.508,0,0,0,1,0,0
751,2023-04-08 19:45:00,0.15652,0.0,2.35,-0.0,-2.35,8.278,-2.65,2.35,29.35,10.508,0.0,0.0,0,1,0,0
752,2023-04-08 20:00:00,0.05603,0.0,4.315,-0.0,-4.315,7.66,-0.685,4.315,31.315,10.508,0.0,0.0,0,1,0,0
753,2023-04-08 20:15:00,0.05603,-0.0,1.265,-0.0,-1.265,6.525,-3.735,1.265,28.265,10.508,0,0,0,1,0,0
754,2023-04-08 20:30:00,0.05603,0.0,0.741,-0.0,-0.741,6.192,-4.259,0.741,27.741,10.508,0.0,0.0,0,1,0,0
755,2023-04-08 20:45:00,0.05603,-0.0,1.972,-0.0,-1.972,5.997,-3.028,1.972,28.972,10.508,0,0,0,1,0,0
756,2023-04-08 21:00:00,0.05603,0.0,2.179,-0.0,-2.179,5.478,-2.821,2.179,29.179,10.508,0.0,0.0,0,1,0,0
757,2023-04-08 21:15:00,0.05603,0.0,0.993,-0.0,-0.993,4.904,-4.007,0.993,27.993,10.508,0.0,0.0,0,1,0,0
758,2023-04-08 21:30:00,0.05603,-0.0,0.802,-0.0,-0.802,4.643,-4.198,0.802,27.802,10.508,0,0,0,1,0,0
759,2023-04-08 21:45:00,0.05603,0.0,0.754,-0.0,-0.754,4.432,-4.246,0.754,27.754,10.508,0.0,0.0,0,1,0,0
760,2023-04-08 22:00:00,0.05603,0.0,0.593,-0.0,-0.593,4.234,-4.407,0.593,27.593,10.508,0.0,0.0,0,1,0,0
761,2023-04-08 22:15:00,0.05603,-0.0,0.649,-0.0,-0.649,4.078,-4.351,0.649,27.649,10.508,0,0,0,1,0,0
762,2023-04-08 22:30:00,0.05603,-0.0,0.586,-0.0,-0.586,3.907,-4.414,0.586,27.586,10.508,0,0,0,1,0,0
763,2023-04-08 22:45:00,0.05603,0.0,0.496,-0.0,-0.496,3.752,-4.504,0.496,27.496,10.508,0.0,0.0,0,1,0,0
764,2023-04-08 23:00:00,0.05603,-0.0,0.433,-0.0,-0.433,3.622,-4.567,0.433,27.433,10.508,0,0,0,1,0,0
765,2023-04-08 23:15:00,0.05603,-0.0,0.41,-0.0,-0.41,3.508,-4.59,0.41,27.41,10.508,0,0,0,1,0,0
766,2023-04-08 23:30:00,0.05603,0.0,0.534,-0.0,-0.534,3.4,-4.466,0.534,27.534,10.508,0.0,0.0,0,1,0,0
767,2023-04-08 23:45:00,0.05603,-0.0,0.498,-0.0,-0.498,3.26,-4.502,0.498,27.498,10.508,0,0,0,1,0,0
768,2023-04-09 00:00:00,0.05603,-0.0,0.494,-0.0,-0.494,3.129,-4.506,0.494,27.494,10.508,0,0,0,1,0,0
769,2023-04-09 00:15:00,0.05603,0.0,0.494,-0.0,-0.494,2.999,-4.506,0.494,27.494,10.508,0.0,0.0,0,1,0,0
770,2023-04-09 00:30:00,0.05603,-0.0,0.542,-0.0,-0.542,2.869,-4.458,0.542,27.542,10.508,0,0,0,1,0,0
771,2023-04-09 00:45:00,0.05603,-0.0,0.431,-0.0,-0.431,2.726,-4.569,0.431,27.431,10.508,0,0,0,1,0,0
772,2023-04-09 01:00:00,0.05603,0.0,0.401,-0.0,-0.401,2.613,-4.599,0.401,27.401,10.508,0.0,0.0,0,1,0,0
