timestep,time,price [ct/kWh],grid supply [kW],fixed load [kW],local generation [kW],battery power [kW],bat. stored energy [kWh],flex band min [kW],flex band base [kW],flex band max [kW],max energy flex [kWh],generation feed-in [kW],battery feed-in [kW],sum CS power [kW],# occupied CS [-],# CS in use [-],CS_golf_0 [kW]
773,2023-04-09 01:15:00,0.05603,-0.0,0.406,-0.0,-0.406,2.507,-4.594,0.406,27.406,10.508,0,0,0,1,0,0
774,2023-04-09 01:30:00,0.05603,0.0,0.446,-0.0,-0.446,2.4,-4.554,0.446,27.446,10.508,0.0,0.0,0,1,0,0
775,2023-04-09 01:45:00,0.05603,-0.0,0.493,-0.0,-0.493,2.283,-4.507,0.493,27.493,10.508,0,0,0,1,0,0
776,2023-04-09 02:00:00,0.05603,0.0,0.478,-0.0,-0.478,2.153,-4.522,0.478,27.478,10.508,0.0,0.0,0,1,0,0
777,2023-04-09 02:15:00,0.05603,-0.0,0.3,-0.0,-0.3,2.027,-4.7,0.3,27.3,10.508,0,0,0,1,0,0
778,2023-04-09 02:30:00,0.05603,-0.0,0.362,-0.0,-0.362,1.948,-4.638,0.362,27.362,10.508,0,0,0,1,0,0
779,2023-04-09 02:45:00,0.05603,0.0,0.354,-0.0,-0.354,1.853,-4.646,0.354,27.354,10.508,0.0,0.0,0,1,0,0
780,2023-04-09 03:00:00,0.05603,-0.0,0.413,-0.0,-0.413,1.76,-4.587,0.413,27.413,10.508,0,0,0,1,0,0
781,2023-04-09 03:15:00,0.05603,-0.0,0.627,-0.0,-0.627,1.651,-4.373,0.627,27.627,10.508,0,0,0,1,0,0
782,2023-04-09 03:30:00,0.05603,-0.0,0.121,-0.0,-0.121,1.486,-4.879,0.121,27.121,10.508,0,0,0,1,0,0
783,2023-04-09 03:45:00,0.05603,0.0,0.166,-0.0,-0.166,1.454,-4.834,0.166,27.166,10.508,0.0,0.0,0,1,0,0
784,2023-04-09 04:00:00,0.05603,0.0,0.169,-0.0,-0.169,1.411,-4.831,0.169,27.169,10.508,0.0,0.0,0,1,0,0
785,2023-04-09 04:15:00,0.05603,-0.0,0.274,-0.0,-0.274,1.366,-4.726,0.274,27.274,10.508,0,0,0,1,0,0
786,2023-04-09 04:30:00,0.05603,0.0,0.263,-0.0,-0.263,1.294,-4.737,0.263,27.263,10.508,0.0,0.0,0,1,0,0
787,2023-04-09 04:45:00,0.05603,-0.0,0.201,-0.0,-0.201,1.225,-4.799,0.201,27.201,10.508,0,0,0,1,0,0
788,2023-04-09 05:00:00,0.05603,-0.0,0.226,-0.0,-0.226,1.172,-4.774,0.226,27.226,10.508,0,0,0,1,0,0
789,2023-04-09 05:15:00,0.05603,0.0,0.154,-0.0,-0.154,1.112,-4.846,0.154,27.154,10.508,0.0,0.0,0,1,0,0
790,2023-04-09 05:30:00,0.05603,-0.0,0.144,-0.0,-0.144,1.072,-4.856,0.144,27.144,10.508,0,0,0,1,0,0
791,2023-04-09 05:45:00,0.05603,0.0,0.154,-0.0,-0.154,1.034,-4.846,0.154,27.154,10.508,0.0,0.0,0,1,0,0
792,2023-04-09 06:00:00,0.1404,-0.0,0.329,-0.0,-0.329,0.993,-4.671,0.329,27.329,10.508,0,0,0,1,0,0
793,2023-04-09 06:15:00,0.1404,-0.0,0.786,-0.0,-0.786,0.907,-4.214,0.786,27.786,10.508,0,0,0,1,0,0
794,2023-04-09 06:30:00,0.1404,-0.0,0.283,-0.0,-0.283,0.7,-4.717,0.283,27.283,10.508,0,0,0,1,0,0
795,2023-04-09 06:45:00,0.1404,-0.0,0.248,-0.047,-0.248,0.625,-4.799,0.201,27.201,10.508,0,0,0.047,1,1,0.047
796,2023-04-09 07:00:00,0.1404,0.0,0.254,-0.074,-0.254,0.56,-4.82,0.18,27.18,10.497,0.0,0.0,0.074,1,1,0.074
797,2023-04-09 07:15:00,0.1404,-0.0,0.161,-0.111,-0.161,0.493,-4.95,0.05,27.05,10.479,0,0,0.111,1,1,0.111
798,2023-04-09 07:30:00,0.1404,0.0,0.163,-0.292,-0.163,0.451,-5.0,0.0,27.0,10.453,0.0,0.0,0.292,1,1,0.292
799,2023-04-09 07:45:00,0.1404,0.0,0.123,-0.382,-0.123,0.408,-5.0,0.0,27.0,10.383,0.0,0.0,0.382,1,1,0.382
800,2023-04-09 08:00:00,0.1404,-0.0,0.183,-0.407,-1.009,0.376,-5.0,0.0,27.0,10.293,0,0,1.232,1,1,1.232
801,2023-04-09 08:15:00,0.1404,0.0,0.194,-0.42,0,0.11,-5.0,0.0,27.0,10.0,0.0,0.0,0.226,1,1,0.226
802,2023-04-09 08:30:00,0.1404,-0.0,0.242,-0.561,0.319,0.11,-5.319,-0.319,4.362,0,0,0,0,0,0,0
803,2023-04-09 08:45:00,0.1404,0.0,0.689,-0.541,-0.148,0.186,-4.852,0.148,5.148,0,0.0,0.0,0,0,0,0
804,2023-04-09 09:00:00,0.1404,-0.0,0.967,-0.688,-0.279,0.147,-4.721,0.279,5.279,0,0,0,0,0,0,0
805,2023-04-09 09:15:00,0.1404,0.0,1.076,-0.797,-0.279,0.073,-4.721,0.279,5.279,0,0.0,0.0,0,0,0,0
806,2023-04-09 09:30:00,0.1404,0.709,0.393,-1.102,0,0.0,-5.709,-0.709,3.582,0,0.709,0.0,0,0,0,0
807,2023-04-09 09:45:00,0.1404,0.521,1.289,-1.81,0,0.0,-5.521,-0.521,3.958,0,0.521,0.0,0,0,0,0
808,2023-04-09 10:00:00,0.1404,0.949,0.277,-1.226,0,0.0,-5.949,-0.949,3.102,0,0.949,0.0,0,0,0,0
809,2023-04-09 10:15:00,0.1404,5.327,0.327,-5.655,0,0.0,-10.327,-5.327,-5.327,0,5.327,0.0,0,0,0,0
810,2023-04-09 10:30:00,0.1404,2.82,0.282,-3.102,0,0.0,-7.82,-2.82,-0.64,0,2.82,0.0,0,0,0,0
811,2023-04-09 10:45:00,0.1404,5.392,0.289,-5.68,0,0.0,-10.392,-5.392,-5.392,0,5.392,0.0,0,0,0,0
812,2023-04-09 11:00:00,0.1404,7.662,0.142,-7.804,0,0.0,-12.662,-7.662,-7.662,0,7.662,0.0,0,0,0,0
813,2023-04-09 11:15:00,0.1404,7.72,0.159,-7.879,0,0.0,-12.72,-7.72,-7.72,0,7.72,0.0,0,0,0,0
814,2023-04-09 11:30:00,0.1404,7.858,0.201,-8.059,0,0.0,-12.858,-7.858,-7.858,0,7.858,0.0,0,0,0,0
815,2023-04-09 11:45:00,0.1404,8.012,0.236,-8.248,0,0.0,-13.012,-8.012,-8.012,0,8.012,0.0,0,0,0,0
816,2023-04-09 12:00:00,0.1404,8.595,0.246,-8.841,0,0.0,-13.595,-8.595,-8.595,0,8.595,0.0,0,0,0,0
817,2023-04-09 12:15:00,0.1404,4.13,0.128,-5.15,0.892,0.0,-10.022,-5.022,-5.022,0,4.13,0.0,0,0,0,0
818,2023-04-09 12:30:00,0.1404,-0.0,0.17,-4.716,4.546,0.212,-9.546,-4.546,-4.091,0,0,0,0,0,0,0
819,2023-04-09 12:45:00,0.1404,0.0,0.123,-4.422,4.3,1.291,-9.3,-4.3,-3.599,0,0.0,0.0,0,0,0,0
820,2023-04-09 13:00:00,0.1404,-0.0,0.259,-2.623,2.364,2.313,-7.364,-2.364,0.273,0,0,0,0,0,0,0
821,2023-04-09 13:15:00,0.1404,1.99,0.303,-7.293,5.0,2.874,-11.99,-6.99,-6.99,0,1.99,0.0,0,0,0,0
822,2023-04-09 13:30:00,0.1404,0.0,0.359,-5.074,4.715,4.061,-9.715,-4.715,-4.43,0,0.0,0.0,0,0,0,0
823,2023-04-09 13:45:00,0.1404,1.872,0.312,-7.184,5.0,5.181,-11.872,-6.872,-6.872,0,1.872,0.0,0,0,0,0
824,2023-04-09 14:00:00,0.1404,1.581,0.474,-7.054,5.0,6.369,-11.581,-6.581,-6.581,0,1.581,0.0,0,0,0,0
825,2023-04-09 14:15:00,0.1404,0.0,0.584,-2.87,2.286,7.556,-7.286,-2.286,0.428,0,0.0,0.0,0,0,0,0
826,2023-04-09 14:30:00,0.1404,-0.0,0.562,-1.696,1.134,8.099,-6.134,-1.134,2.731,0,0,0,0,0,0,0
827,2023-04-09 14:45:00,0.1404,0.0,0.987,-2.218,1.231,8.369,-6.231,-1.231,2.538,0,0.0,0.0,0,0,0,0
828,2023-04-09 15:00:00,0.1404,-0.0,2.638,-1.952,-0.686,8.661,-4.314,0.686,5.686,0,0,0,0,0,0,0
829,2023-04-09 15:15:00,0.1404,0.0,0.818,-2.405,1.587,8.481,-6.587,-1.587,1.825,0,0.0,0.0,0,0,0,0
830,2023-04-09 15:30:00,0.1404,-0.0,0.632,-1.809,1.176,8.858,-6.176,-1.176,2.647,0,0,0,0,0,0,0
831,2023-04-09 15:45:00,0.1404,0.0,0.641,-1.423,0.782,9.137,-5.782,-0.782,3.436,0,0.0,0.0,0,0,0,0
832,2023-04-09 16:00:00,0.1404,-0.0,0.606,-0.996,0.391,9.323,-5.391,-0.391,4.219,0,0,0,0,0,0,0
833,2023-04-09 16:15:00,0.1404,-0.0,0.637,-0.962,0.325,9.416,-5.325,-0.325,4.35,0,0,0,0,0,0,0
834,2023-04-09 16:30:00,0.1404,-0.0,0.678,-1.746,1.068,9.493,-6.068,-1.068,2.864,0,0,0,0,0,0,0
835,2023-04-09 16:45:00,0.1404,0.0,0.667,-1.411,0.744,9.746,-5.744,-0.744,3.512,0,0.0,0.0,0,0,0,0
836,2023-04-09 17:00:00,0.1404,-0.0,0.514,-0.778,0.265,9.923,-5.265,-0.265,4.471,0,0,0,0,0,0,0
837,2023-04-09 17:15:00,0.1404,0.0,0.531,-0.591,0.06,9.986,-5.06,-0.06,4.88,0,0.0,0.0,0,0,0,0
838,2023-04-09 17:30:00,0.1404,0.0,0.474,-0.0,-0.474,10.0,-4.526,0.474,5.474,0,0.0,0.0,0,0,0,0
839,2023-04-09 17:45:00,0.1404,0.0,0.446,-0.0,-0.446,9.875,-4.554,0.446,5.446,0,0.0,0.0,0,0,0,0
840,2023-04-09 18:00:00,0.1404,-0.0,0.407,-0.0,-0.407,9.758,-4.593,0.407,27.407,16.324,0,0,0,1,0,0
841,2023-04-09 18:15:00,0.1404,-0.0,0.293,-0.0,-0.293,9.651,-4.707,0.293,27.293,16.324,0,0,0,1,0,0
842,2023-04-09 18:30:00,0.1404,0.0,0.233,-0.0,-0.233,9.573,-4.767,0.233,27.233,16.324,0.0,0.0,0,1,0,0
843,2023-04-09 18:45:00,0.1404,-0.0,0.205,-0.0,-0.205,9.512,-4.795,0.205,27.205,16.324,0,0,0,1,0,0
844,2023-04-09 19:00:00,0.1404,0.0,0.305,-0.0,-0.305,9.458,-4.695,0.305,27.305,16.324,0.0,0.0,0,1,0,0
845,2023-04-09 19:15:00,0.1404,0.0,0.281,-0.0,-0.281,9.378,-4.719,0.281,27.281,16.324,0.0,0.0,0,1,0,0
846,2023-04-09 19:30:00,0.1404,0.0,0.277,-0.0,-0.277,9.304,-4.723,0.277,27.277,16.324,0.0,0.0,0,1,0,0
847,2023-04-09 19:45:00,0.1404,-0.0,0.532,-0.0,-0.532,9.231,-4.468,0.532,27.532,16.324,0,0,0,1,0,0
848,2023-04-09 20:00:00,0.08244,0.0,0.684,-0.0,-0.684,9.091,-4.316,0.684,27.684,16.324,0.0,0.0,0,1,0,0
849,2023-04-09 20:15:00,0.08244,-0.0,1.533,-0.0,-1.533,8.911,-3.467,1.533,28.533,16.324,0,0,0,1,0,0
850,2023-04-09 20:30:00,0.08244,0.0,0.839,-0.0,-0.839,8.508,-4.161,0.839,27.839,16.324,0.0,0.0,0,1,0,0
851,2023-04-09 20:45:00,0.08244,0.0,0.664,-0.0,-0.664,8.287,-4.336,0.664,27.664,16.324,0.0,0.0,0,1,0,0
852,2023-04-09 21:00:00,0.08244,-0.0,0.661,-0.0,-0.661,8.112,-4.339,0.661,27.661,16.324,0,0,0,1,0,0
853,2023-04-09 21:15:00,0.08244,0.0,0.295,-0.0,-0.295,7.938,-4.705,0.295,27.295,16.324,0.0,0.0,0,1,0,0
854,2023-04-09 21:30:00,0.08244,-0.0,0.504,-0.0,-0.504,7.861,-4.496,0.504,27.504,16.324,0,0,0,1,0,0
855,2023-04-09 21:45:00,0.08244,0.0,0.56,-0.0,-0.56,7.728,-4.44,0.56,27.56,16.324,0.0,0.0,0,1,0,0
856,2023-04-09 22:00:00,0.08244,0.0,0.534,-0.0,-0.534,7.581,-4.466,0.534,27.534,16.324,0.0,0.0,0,1,0,0
857,2023-04-09 22:15:00,0.08244,0.0,0.689,-0.0,-0.689,7.44,-4.311,0.689,27.689,16.324,0.0,0.0,0,1,0,0
858,2023-04-09 22:30:00,0.08244,-0.0,0.733,-0.0,-0.733,7.259,-4.267,0.733,27.733,16.324,0,0,0,1,0,0
859,2023-04-09 22:45:00,0.08244,-0.0,0.83,-0.0,-0.83,7.066,-4.17,0.83,27.83,16.324,0,0,0,1,0,0
860,2023-04-09 23:00:00,0.08244,0.0,0.769,-0.0,-0.769,6.847,-4.231,0.769,27.769,16.324,0.0,0.0,0,1,0,0
861,2023-04-09 23:15:00,0.08244,-0.0,0.709,-0.0,-0.709,6.645,-4.291,0.709,27.709,16.324,0,0,0,1,0,0
862,2023-04-09 23:30:00,0.08244,0.0,0.757,-0.0,-0.757,6.459,-4.243,0.757,27.757,16.324,0.0,0.0,0,1,0,0
863,2023-04-09 23:45:00,0.08244,-0.0,0.465,-0.0,-0.465,6.259,-4.535,0.465,27.465,16.324,0,0,0,1,0,0
864,2023-04-10 00:00:00,0.08244,-0.0,0.546,-0.0,-0.546,6.137,-4.454,0.546,27.546,16.324,0,0,0,1,0,0
865,2023-04-10 00:15:00,0.08244,0.0,0.526,-0.0,-0.526,5.993,-4.474,0.526,27.526,16.324,0.0,0.0,0,1,0,0
866,2023-04-10 00:30:00,0.08244,-0.0,0.529,-0.0,-0.529,5.855,-4.471,0.529,27.529,16.324,0,0,0,1,0,0
867,2023-04-10 00:45:00,0.08244,0.0,0.349,-0.0,-0.349,5.716,-4.651,0.349,27.349,16.324,0.0,0.0,0,1,0,0
868,2023-04-10 01:00:00,0.08244,-0.0,0.216,-0.0,-0.216,5.624,-4.784,0.216,27.216,16.324,0,0,0,1,0,0
869,2023-04-10 01:15:00,0.08244,0.0,0.152,-0.0,-0.152,5.567,-4.848,0.152,27.152,16.324,0.0,0.0,0,1,0,0
870,2023-04-10 01:30:00,0.08244,-0.0,0.194,-0.0,-0.194,5.527,-4.806,0.194,27.194,16.324,0,0,0,1,0,0
871,2023-04-10 01:45:00,0.08244,0.0,0.155,-0.0,-0.155,5.476,-4.845,0.155,27.155,16.324,0.0,0.0,0,1,0,0
872,2023-04-10 02:00:00,0.08244,0.0,0.182,-0.0,-0.182,5.436,-4.818,0.182,27.182,16.324,0.0,0.0,0,1,0,0
873,2023-04-10 02:15:00,0.08244,0.0,0.141,-0.0,-0.141,5.388,-4.859,0.141,27.141,16.324,0.0,0.0,0,1,0,0
874,2023-04-10 02:30:00,0.08244,-0.0,0.221,-0.0,-0.221,5.351,-4.779,0.221,27.221,16.324,0,0,0,1,0,0
875,2023-04-10 02:45:00,0.08244,-0.0,0.264,-0.0,-0.264,5.292,-4.736,0.264,27.264,16.324,0,0,0,1,0,0
876,2023-04-10 03:00:00,0.08244,0.0,0.223,-0.0,-0.223,5.223,-4.777,0.223,27.223,16.324,0.0,0.0,0,1,0,0
877,2023-04-10 03:15:00,0.08244,0.0,0.193,-0.0,-0.193,5.164,-4.807,0.193,27.193,16.324,0.0,0.0,0,1,0,0
878,2023-04-10 03:30:00,0.08244,-0.0,0.137,-0.0,-0.137,5.113,-4.863,0.137,27.137,16.324,0,0,0,1,0,0
879,2023-04-10 03:45:00,0.08244,0.0,0.157,-0.0,-0.157,5.077,-4.843,0.157,27.157,16.324,0.0,0.0,0,1,0,0
880,2023-04-10 04:00:00,0.08244,-0.0,0.141,-0.0,-0.141,5.036,-4.859,0.141,27.141,16.324,0,0,0,1,0,0
881,2023-04-10 04:15:00,0.08244,0.0,0.162,-0.0,-0.162,4.999,-4.838,0.162,27.162,16.324,0.0,0.0,0,1,0,0
882,2023-04-10 04:30:00,0.08244,-0.0,0.195,-0.0,-0.195,4.956,-4.805,0.195,27.195,16.324,0,0,0,1,0,0
883,2023-04-10 04:45:00,0.08244,-0.0,0.331,-0.0,-0.331,4.905,-4.669,0.331,27.331,16.324,0,0,0,1,0,0
884,2023-04-10 05:00:00,0.08244,0.0,0.252,-0.0,-2.769,4.818,-4.748,0.252,27.252,16.324,0.0,0.0,2.517,1,1,2.517
885,2023-04-10 05:15:00,0.08244,-0.0,0.338,-0.0,-5.0,4.089,-4.662,0.338,27.338,15.726,0,0,4.662,1,1,4.662
886,2023-04-10 05:30:00,0.08244,-0.0,0.237,-0.0,-5.0,2.773,-4.763,0.237,27.237,14.619,0,0,4.763,1,1,4.763
887,2023-04-10 05:45:00,0.08244,-0.0,0.245,-0.0,-5.0,1.457,-4.755,0.245,27.245,13.488,0,0,4.755,1,1,4.755
888,2023-04-10 06:00:00,0.03401,0.0,0.275,-0.0,-0.275,0.142,-4.725,0.275,27.275,12.359,0.0,0.0,0,1,0,0
889,2023-04-10 06:15:00,0.03401,0.0,0.264,-0.0,-0.264,0.069,-4.736,0.264,27.264,12.359,0.0,0.0,0,1,0,0
890,2023-04-10 06:30:00,0.03401,-9.281,0.253,-0.0,0,0.0,-4.747,0.253,27.253,12.359,0,0,9.028,1,1,9.028
891,2023-04-10 06:45:00,0.03401,-0.299,0.299,-0.027,0,0.0,-4.729,0.271,27.271,10.214,0,0,0.027,1,1,0.027
892,2023-04-10 07:00:00,0.03401,-0.332,0.332,-0.058,0,0.0,-4.726,0.274,27.274,10.208,0,0,0.058,1,1,0.058
893,2023-04-10 07:15:00,0.03401,-0.29,0.29,-0.092,0,0.0,-4.802,0.198,27.198,10.194,0,0,0.092,1,1,0.092
894,2023-04-10 07:30:00,0.03401,-1.273,1.273,-0.15,0,0.0,-3.878,1.122,28.122,10.172,0,0,0.15,1,1,0.15
895,2023-04-10 07:45:00,0.03401,-0.251,0.251,-0.239,0,0.0,-4.988,0.012,27.012,10.136,0,0,0.239,1,1,0.239
896,2023-04-10 08:00:00,0.03401,-0.44,0.44,-0.335,0,0.0,-4.895,0.105,27.105,10.08,0,0,0.335,1,1,0.335
897,2023-04-10 08:15:00,0.03401,-0.568,0.568,-0.54,0,0.0,-4.972,0.028,27.028,10.0,0,0,0.54,1,1,0.54
898,2023-04-10 08:30:00,0.03401,-0.0,0.724,-0.855,0.131,0.0,-5.131,-0.131,4.738,0,0,0,0,0,0,0
899,2023-04-10 08:45:00,0.03401,-1.343,2.366,-0.905,-0.118,0.031,-3.539,1.461,6.461,0,0,0,0,0,0,0
900,2023-04-10 09:00:00,0.03401,-0.382,1.351,-0.969,0,0.0,-4.618,0.382,5.382,0,0,0,0,0,0,0
901,2023-04-10 09:15:00,0.03401,0.743,0.456,-1.199,0,0.0,-5.743,-0.743,3.513,0,0.743,0.0,0,0,0,0
902,2023-04-10 09:30:00,0.03401,1.573,0.412,-1.985,0,0.0,-6.573,-1.573,1.855,0,1.573,0.0,0,0,0,0
903,2023-04-10 09:45:00,0.03401,0.458,1.566,-2.024,0,0.0,-5.458,-0.458,4.085,0,0.458,0.0,0,0,0,0
904,2023-04-10 10:00:00,0.03401,1.907,1.169,-3.076,0,0.0,-6.907,-1.907,1.186,0,1.907,0.0,0,0,0,0
905,2023-04-10 10:15:00,0.03401,5.276,0.313,-5.589,0,0.0,-10.276,-5.276,-5.276,0,5.276,0.0,0,0,0,0
906,2023-04-10 10:30:00,0.03401,7.396,0.237,-7.633,0,0.0,-12.396,-7.396,-7.396,0,7.396,0.0,0,0,0,0
907,2023-04-10 10:45:00,0.03401,7.672,0.163,-7.835,0,0.0,-12.672,-7.672,-7.672,0,7.672,0.0,0,0,0,0
908,2023-04-10 11:00:00,0.03401,7.871,0.18,-8.05,0,0.0,-12.871,-7.871,-7.871,0,7.871,0.0,0,0,0,0
909,2023-04-10 11:15:00,0.03401,8.101,0.209,-8.311,0,0.0,-13.101,-8.101,-8.101,0,8.101,0.0,0,0,0,0
910,2023-04-10 11:30:00,0.03401,6.759,0.182,-6.941,0,0.0,-11.759,-6.759,-6.759,0,6.759,0.0,0,0,0,0
911,2023-04-10 11:45:00,0.03401,6.714,0.128,-6.842,0,0.0,-11.714,-6.714,-6.714,0,6.714,0.0,0,0,0,0
912,2023-04-10 12:00:00,0.03401,7.734,0.211,-7.945,0,0.0,-12.734,-7.734,-7.734,0,7.734,0.0,0,0,0,0
913,2023-04-10 12:15:00,0.03401,7.691,1.155,-8.846,0,0.0,-12.691,-7.691,-7.691,0,7.691,0.0,0,0,0,0
914,2023-04-10 12:30:00,0.03401,5.575,3.475,-9.05,0,0.0,-10.575,-5.575,-5.575,0,5.575,0.0,0,0,0,0
915,2023-04-10 12:45:00,0.03401,8.374,0.369,-8.743,0,0.0,-13.374,-8.374,-8.374,0,8.374,0.0,0,0,0,0
916,2023-04-10 13:00:00,0.03401,8.315,0.39,-8.705,0,0.0,-13.315,-8.315,-8.315,0,8.315,0.0,0,0,0,0
917,2023-04-10 13:15:00,0.03401,8.16,0.345,-8.505,0,0.0,-13.16,-8.16,-8.16,0,8.16,0.0,0,0,0,0
918,2023-04-10 13:30:00,0.03401,8.288,0.245,-8.533,0,0.0,-13.288,-8.288,-8.288,0,8.288,0.0,0,0,0,0
919,2023-04-10 13:45:00,0.03401,7.732,0.28,-8.011,0,0.0,-12.732,-7.732,-7.732,0,7.732,0.0,0,0,0,0
920,2023-04-10 14:00:00,0.03401,6.364,0.221,-7.579,0.994,0.0,-12.358,-7.358,-7.358,0,6.364,0.0,0,0,0,0
921,2023-04-10 14:15:00,0.03401,6.63,0.237,-6.867,0,0.236,-11.63,-6.63,-6.63,0,6.63,0.0,0,0,0,0
922,2023-04-10 14:30:00,0.03401,1.765,0.241,-7.006,5.0,0.236,-11.765,-6.765,-6.765,0,1.765,0.0,0,0,0,0
923,2023-04-10 14:45:00,0.03401,0.967,0.398,-6.365,5.0,1.424,-10.967,-5.967,-5.967,0,0.967,0.0,0,0,0,0
924,2023-04-10 15:00:00,0.03401,0.711,0.323,-6.034,5.0,2.611,-10.711,-5.711,-5.711,0,0.711,0.0,0,0,0,0
925,2023-04-10 15:15:00,0.03401,0.004,0.487,-5.492,5.0,3.799,-10.004,-5.004,-5.004,0,0.004,0.0,0,0,0,0
926,2023-04-10 15:30:00,0.03401,-0.0,0.532,-5.413,4.881,4.986,-9.881,-4.881,-4.762,0,0,0,0,0,0,0
927,2023-04-10 15:45:00,0.03401,-0.0,0.396,-4.425,4.029,6.145,-9.029,-4.029,-3.058,0,0,0,0,0,0,0
928,2023-04-10 16:00:00,0.03401,0.0,0.797,-3.798,3.001,7.102,-8.001,-3.001,-1.002,0,0.0,0.0,0,0,0,0
929,2023-04-10 16:15:00,0.03401,0.0,0.355,-3.833,3.478,7.815,-8.478,-3.478,-1.955,0,0.0,0.0,0,0,0,0
930,2023-04-10 16:30:00,0.03401,-0.0,1.94,-3.123,1.183,8.641,-6.183,-1.183,2.633,0,0,0,0,0,0,0
931,2023-04-10 16:45:00,0.03401,0.0,0.505,-2.454,1.949,8.922,-6.949,-1.949,1.102,0,0.0,0.0,0,0,0,0
932,2023-04-10 17:00:00,0.03401,0.0,0.302,-1.869,1.567,9.385,-6.567,-1.567,1.866,0,0.0,0.0,0,0,0,0
933,2023-04-10 17:15:00,0.03401,-0.0,0.306,-1.329,1.023,9.757,-6.023,-1.023,2.954,0,0,0,0,0,0,0
934,2023-04-10 17:30:00,0.03401,0.0,0.467,-0.413,-0.054,10.0,-4.946,0.054,5.054,0,0.0,0.0,0,0,0,0
935,2023-04-10 17:45:00,0.03401,-0.0,1.096,-0.0,-1.096,9.986,-3.904,1.096,6.096,0,0,0,0,0,0,0
936,2023-04-10 18:00:00,0.03401,-0.0,1.659,-0.0,-1.659,9.697,-3.341,1.659,6.659,0,0,0,0,0,0,0
937,2023-04-10 18:15:00,0.03401,0.0,0.296,-0.0,-0.296,9.261,-4.704,0.296,27.296,19.628,0.0,0.0,0,1,0,0
938,2023-04-10 18:30:00,0.03401,-0.0,0.252,-0.0,-0.252,9.183,-4.748,0.252,27.252,19.628,0,0,0,1,0,0
939,2023-04-10 18:45:00,0.03401,-0.0,0.198,-0.0,-0.198,9.117,-4.802,0.198,27.198,19.628,0,0,0,1,0,0
940,2023-04-10 19:00:00,0.03401,-0.0,0.289,-0.0,-0.289,9.065,-4.711,0.289,27.289,19.628,0,0,0,1,0,0
941,2023-04-10 19:15:00,0.03401,0.0,0.429,-0.0,-0.429,8.989,-4.571,0.429,27.429,19.628,0.0,0.0,0,1,0,0
942,2023-04-10 19:30:00,0.03401,0.0,0.595,-0.0,-0.595,8.876,-4.405,0.595,27.595,19.628,0.0,0.0,0,1,0,0
943,2023-04-10 19:45:00,0.03401,-0.0,1.778,-0.0,-1.778,8.719,-3.222,1.778,28.778,19.628,0,0,0,1,0,0
944,2023-04-10 20:00:00,0.03336,-0.94,0.94,-0.0,0,8.251,-4.06,0.94,27.94,19.628,0,0,0,1,0,0
945,2023-04-10 20:15:00,0.03336,-0.562,0.562,-0.0,0,8.251,-4.438,0.562,27.562,19.628,0,0,0,1,0,0
946,2023-04-10 20:30:00,0.03336,-0.461,0.461,-0.0,0,8.251,-4.539,0.461,27.461,19.628,0,0,0,1,0,0
947,2023-04-10 20:45:00,0.03336,-0.41,0.41,-0.0,0,8.251,-4.59,0.41,27.41,19.628,0,0,0,1,0,0
948,2023-04-10 21:00:00,0.03336,-0.361,0.361,-0.0,0,8.251,-4.639,0.361,27.361,19.628,0,0,0,1,0,0
949,2023-04-10 21:15:00,0.03336,-0.338,0.338,-0.0,0,8.251,-4.662,0.338,27.338,19.628,0,0,0,1,0,0
950,2023-04-10 21:30:00,0.03336,-0.264,0.264,-0.0,0,8.251,-4.736,0.264,27.264,19.628,0,0,0,1,0,0
951,2023-04-10 21:45:00,0.03336,-0.306,0.306,-0.0,0,8.251,-4.694,0.306,27.306,19.628,0,0,0,1,0,0
952,2023-04-10 22:00:00,0.03336,-0.306,0.306,-0.0,0,8.251,-4.694,0.306,27.306,19.628,0,0,0,1,0,0
953,2023-04-10 22:15:00,0.03336,-0.326,0.326,-0.0,0,8.251,-4.674,0.326,27.326,19.628,0,0,0,1,0,0
954,2023-04-10 22:30:00,0.03336,-0.333,0.333,-0.0,0,8.251,-4.667,0.333,27.333,19.628,0,0,0,1,0,0
955,2023-04-10 22:45:00,0.03336,-0.297,0.297,-0.0,0,8.251,-4.703,0.297,27.297,19.628,0,0,0,1,0,0
956,2023-04-10 23:00:00,0.03336,-0.367,0.367,-0.0,0,8.251,-4.633,0.367,27.367,19.628,0,0,0,1,0,0
957,2023-04-10 23:15:00,0.03336,-0.359,0.359,-0.0,0,8.251,-4.641,0.359,27.359,19.628,0,0,0,1,0,0
958,2023-04-10 23:30:00,0.03336,-0.332,0.332,-0.0,0,8.251,-4.668,0.332,27.332,19.628,0,0,0,1,0,0
959,2023-04-10 23:45:00,0.03336,-0.295,0.295,-0.0,0,8.251,-4.705,0.295,27.295,19.628,0,0,0,1,0,0
960,2023-04-11 00:00:00,0.03336,-0.411,0.411,-0.0,0,8.251,-4.589,0.411,27.411,19.628,0,0,0,1,0,0
961,2023-04-11 00:15:00,0.03336,-0.325,0.325,-0.0,0,8.251,-4.675,0.325,27.325,19.628,0,0,0,1,0,0
962,2023-04-11 00:30:00,0.03336,-0.269,0.269,-0.0,0,8.251,-4.731,0.269,27.269,19.628,0,0,0,1,0,0
