datetime,PV_kW
2015-04-06 10:15:00,8.386157028887109
2015-04-06 10:30:00,5.66670589955784
2015-04-06 10:45:00,8.27905655378563
2015-04-06 11:00:00,7.934847666126435
2015-04-06 11:15:00,8.824582805666509
2015-04-06 11:30:00,8.046278458868562
2015-04-06 11:45:00,9.098316773789982
2015-04-06 12:00:00,6.401002125504441
2015-04-06 12:15:00,8.375742536259484
2015-04-06 12:30:00,7.632432712965009
2015-04-06 12:45:00,6.813799497430153
2015-04-06 13:00:00,7.958806006301016
2015-04-06 13:15:00,9.49337577448239
2015-04-06 13:30:00,7.496207336487686
2015-04-06 13:45:00,8.727406351434855
2015-04-06 14:00:00,8.130207353641008
2015-04-06 14:15:00,6.188984444607497
2015-04-06 14:30:00,7.725738357256412
2015-04-06 14:45:00,7.688198284343096
2015-04-06 15:00:00,7.237870022222867
2015-04-06 15:15:00,6.754995106377023
2015-04-06 15:30:00,6.193208024312409
2015-04-06 15:45:00,5.558901879924202
2015-04-06 16:00:00,4.842780191498789
2015-04-06 16:15:00,4.041052738500178
2015-04-06 16:30:00,3.155762037483373
2015-04-06 16:45:00,2.211875849143447
2015-04-06 17:00:00,1.2530557430454758
2015-04-06 17:15:00,0.4607755611489895
2015-04-06 17:30:00,0.2945458230268735
2015-04-06 17:45:00,0.1137833564893073
2015-04-06 18:00:00,0.0
2015-04-06 18:15:00,0.0
2015-04-06 18:30:00,0.0
2015-04-06 18:45:00,0.0
2015-04-06 19:00:00,0.0
2015-04-06 19:15:00,0.0
2015-04-06 19:30:00,0.0
2015-04-06 19:45:00,0.0
2015-04-06 20:00:00,0.0
2015-04-06 20:15:00,0.0
2015-04-06 20:30:00,0.0
2015-04-06 20:45:00,0.0
2015-04-06 21:00:00,0.0
2015-04-06 21:15:00,0.0
2015-04-06 21:30:00,0.0
2015-04-06 21:45:00,0.0
2015-04-06 22:00:00,0.0
2015-04-06 22:15:00,0.0
2015-04-06 22:30:00,0.0
2015-04-06 22:45:00,0.0
2015-04-06 23:00:00,0.0
2015-04-06 23:15:00,0.0
2015-04-06 23:30:00,0.0
2015-04-06 23:45:00,0.0
2015-04-07 00:00:00,0.0
2015-04-07 00:15:00,0.0
2015-04-07 00:30:00,0.0
2015-04-07 00:45:00,0.0
2015-04-07 01:00:00,0.0
2015-04-07 01:15:00,0.0
2015-04-07 01:30:00,0.0
2015-04-07 01:45:00,0.0
2015-04-07 02:00:00,0.0
2015-04-07 02:15:00,0.0
2015-04-07 02:30:00,0.0
2015-04-07 02:45:00,0.0
2015-04-07 03:00:00,0.0
2015-04-07 03:15:00,0.0
2015-04-07 03:30:00,0.0
2015-04-07 03:45:00,0.0
2015-04-07 04:00:00,0.0
2015-04-07 04:15:00,0.0
2015-04-07 04:30:00,0.0
2015-04-07 04:45:00,0.0
2015-04-07 05:00:00,0.0
2015-04-07 05:15:00,0.0
2015-04-07 05:30:00,0.0
2015-04-07 05:45:00,0.0
2015-04-07 06:00:00,0.0
2015-04-07 06:15:00,0.0
2015-04-07 06:30:00,0.0
2015-04-07 06:45:00,0.0193655708159315
2015-04-07 07:00:00,0.0994436509177815
2015-04-07 07:15:00,0.1872000032227362
2015-04-07 07:30:00,0.2919382698928713
2015-04-07 07:45:00,0.3846103886324949
2015-04-07 08:00:00,0.5202132311440752
2015-04-07 08:15:00,0.621669252993716
2015-04-07 08:30:00,1.0586876905222422
2015-04-07 08:45:00,1.1224589698473002
2015-04-07 09:00:00,0.9924083729034388
2015-04-07 09:15:00,1.048575253823099
2015-04-07 09:30:00,2.0606230771250447
2015-04-07 09:45:00,5.348566653940862
2015-04-07 10:00:00,4.3866332898351095
2015-04-07 10:15:00,6.825230858475184
2015-04-07 10:30:00,5.464768402256842
2015-04-07 10:45:00,6.756624220184281
2015-04-07 11:00:00,6.429588446817571
2015-04-07 11:15:00,5.656697088237516
2015-04-07 11:30:00,6.093167739439494
2015-04-07 11:45:00,4.728319980712391
2015-04-07 12:00:00,4.660955386436254
2015-04-07 12:15:00,4.13246596197751
2015-04-07 12:30:00,5.267161450773875
2015-04-07 12:45:00,5.063166132889338
2015-04-07 13:00:00,4.947392671192926
2015-04-07 13:15:00,5.216373240916306
2015-04-07 13:30:00,8.061546739544939
2015-04-07 13:45:00,5.287791747125169
2015-04-07 14:00:00,3.777690247853928
2015-04-07 14:15:00,3.4007528921939647
2015-04-07 14:30:00,5.305810394975522
2015-04-07 14:45:00,5.300133436504666
2015-04-07 15:00:00,3.135676943599845
2015-04-07 15:15:00,2.562460507455483
2015-04-07 15:30:00,3.3911032330226702
